index,Job Title,Rating,Company Name,Location,Headquarters,Size (Employees),Founded,Type of ownership,Industry,Sector,Revenue (USD),Minimum Salary ($),Maximum Salary ($),Skills
254,Data Scientist,4.6,Itlize Global,Piscataway,Piscataway,'201-500,2010.0,Company - Private,IT Services,Information Technology,10-25 million,91000.0,150000.0,"['python', 'spark', 'hadoop', 'hive', 'cloud', 'machine learning', 'data mining', 'big data']"
255,Data Scientist,3.5,eBay,San Jose,San Jose,'10000+,1995.0,Company - Public,Internet,Information Technology,10+ billion,91000.0,150000.0,"['python', 'sql', 'hadoop', 'tableau', 'statistics', 'mathematics', 'computer science', 'data science', 'big data']"
256,Data Engineer,5.0,Paige,New York,New York,'1-50,2018.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,91000.0,150000.0,"['python', 'sql', 'scala', 'aws', 'nosql', 'cloud', 'excel', 'ai', 'artificial intelligence', 'computer science']"
257,Data Engineer,4.1,Shape Security,Santa Clara,Mountain View,'51-200,2011.0,Company - Private,IT Services,Information Technology,,91000.0,150000.0,"['python', 'java', 'aws', 'gcp', 'cloud', 'ai', 'big data']"
258,Data Scientist,3.5,Comcast,New York,Philadelphia,'10000+,1963.0,Company - Public,,,10+ billion,91000.0,150000.0,"['python', 'sql', 'aws', 'tableau', 'machine learning', 'ml', 'ai', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'clustering', 'data mining']"
259,Data Scientist,3.2,"Metronome, LLC",Vienna,Fairfax,'51-200,2011.0,Company - Private,IT Services,Information Technology,10-25 million,91000.0,150000.0,"['python', 'sql', 'sas', 'spark', 'ai', 'deep learning', 'mathematics', 'computer science', 'big data', 'security clearance', 'clearance']"
260,Data Scientist,5.0,SkillSoniq,San Francisco,Jersey City,'Unknown,,Company - Public,,,,91000.0,150000.0,"['python', 'sql', 'cloud', 'machine learning', 'ai']"
261,Data Scientist,4.7,Lawrence Livermore National Lab,Livermore,Livermore,'1001-5000,1952.0,Government,Federal Agencies,Government,1-2 billion,91000.0,150000.0,"['python', 'java', 'scala', 'c++', 'linux', 'matlab', 'excel', 'machine learning', 'ai', 'computer science', 'data science', 'data mining', 'big data', 'security clearance', 'clearance']"
262,Data Analyst,3.8,FHLBank Pittsburgh,Pittsburgh,Pittsburgh,'201-500,1932.0,Company - Private,Banks & Credit Unions,Finance,1-2 billion,91000.0,150000.0,"['aws', 'tableau', 'ai', 'statistics']"
263,Data Scientist,3.6,Jacobs,Herndon,Dallas,'10000+,1947.0,Company - Public,Architectural & Engineering Services,Business Services,10+ billion,91000.0,150000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'tableau', 'tensorflow', 'keras', 'machine learning', 'deep learning', 'statistics', 'mathematics', 'computer science', 'security clearance', 'clearance']"
264,Data Scientist,4.8,Klaviyo,Boston,Boston,'201-500,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,91000.0,150000.0,"['cloud', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'data mining']"
265,Data Scientist,3.3,Underwriters Laboratories,Northbrook,Northbrook,'10000+,1894.0,Company - Private,Consulting,Business Services,2-5 billion,91000.0,150000.0,"['spark', 'nltk', 'spacy', 'machine learning', 'ai', 'natural language processing', 'predictive modeling', 'statistics', 'mathematics', 'data science', 'regression']"
266,Data Scientist,3.7,Altus Group,Irvine,Toronto,'1001-5000,2005.0,Company - Public,Real Estate,Real Estate,100-500 million,91000.0,150000.0,"['python', 'sql', 'java', 'aws', 'azure', 'nosql', 'gcp', 'cloud', 'tableau', 'excel', 'ai', 'mathematics', 'computer science']"
267,Data Scientist,5.0,Jobot,Irvine,Irvine,'51-200,2018.0,Company - Private,Staffing & Outsourcing,Business Services,25-50 million,91000.0,150000.0,"['python', 'sql', 'tableau', 'excel', 'power bi', 'ai', 'statistics', 'mathematics', 'data science']"
268,Data Scientist,,Trovetechs Inc,San Francisco,Hillsborough,'Unknown,,Company - Private,,,,91000.0,150000.0,"['scala', 'cloud', 'tensorflow', 'deep learning', 'data science']"
269,Data Analyst,3.4,Edmunds.com,Santa Monica,Santa Monica,'501-1000,1966.0,Company - Private,Internet,Information Technology,100-500 million,141000.0,225000.0,"['python', 'sql', 'aws', 'tableau', 'excel', 'ai', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining']"
270,Data Scientist,5.0,Cohere Health,Boston,Boston,'1-50,2019.0,Company - Private,IT Services,Information Technology,,141000.0,225000.0,"['python', 'sql', 'excel', 'machine learning', 'ml', 'ai', 'nlp', 'data science']"
271,Data Scientist,,Trovetechs Inc,San Francisco,Hillsborough,'Unknown,,Company - Private,,,,141000.0,225000.0,"['scala', 'cloud', 'tensorflow', 'deep learning', 'data science']"
272,Data Scientist,4.0,AstraZeneca,New York,Cambridge,'10000+,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,141000.0,225000.0,"['python', 'scala', 'machine learning', 'ai', 'mathematics', 'computer science', 'data science']"
273,Data Scientist,4.2,Oshkosh Corporation,Oshkosh,Oshkosh,'10000+,1917.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,5-10 billion,141000.0,225000.0,"['python', 'sql', 'scala', 'spark', 'hadoop', 'hive', 'etl', 'kafka', 'cloud', 'excel', 'ai', 'computer science', 'data science', 'big data']"
274,Data Scientist,4.3,Joby Aviation,San Carlos,Santa Cruz,'51-200,,Company - Private,,,,141000.0,225000.0,"['python', 'sql', 'aws', 'spark', 'etl', 'kafka', 'excel', 'machine learning', 'ai', 'statistics', 'computer science', 'big data']"
275,Data Scientist,3.4,Mackin,Menlo Park,Pittsburgh,'51-200,1960.0,Company - Private,Architectural & Engineering Services,Business Services,10-25 million,141000.0,225000.0,"['python', 'sql', 'statistics', 'computer science', 'regression']"
276,Data Scientist,,PETADATA,San Francisco,Fremont,'51-200,,Company - Private,,,,141000.0,225000.0,"['python', 'sql', 'scala', 'azure', 'cloud', 'tableau', 'excel', 'power bi', 'ai']"
277,Data Scientist,4.4,VBeyond Corporation,Dallas,Hillsborough,'201-500,2006.0,Company - Private,Staffing & Outsourcing,Business Services,5-10 million,141000.0,225000.0,"['python', 'machine learning', 'statistics', 'mathematics', 'computer science', 'data science']"
278,Machine Learning Engineer,3.5,Leidos,Arlington,Reston,'10000+,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,10+ billion,141000.0,225000.0,"['python', 'scala', 'aws', 'cloud', 'tensorflow', 'pytorch', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'deep learning', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'security clearance', 'clearance', 'ts/sci']"
279,Data Scientist,3.7,Take-Two,San Francisco,New York,'1001-5000,1993.0,Company - Public,Video Games,Media,1-2 billion,141000.0,225000.0,"['python', 'sql', 'scala', 'aws', 'spark', 'cloud', 'tableau', 'excel', 'tensorflow', 'pytorch', 'scikit-learn', 'keras', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science', 'data science']"
280,Data Scientist,3.7,Colony Brands,Monroe,Monroe,'501-1000,,Company - Private,Food & Beverage Stores,Retail,100-500 million,141000.0,225000.0,"['python', 'sql', 'sas', 'ai', 'predictive modeling', 'statistics', 'mathematics', 'clustering']"
281,Data Scientist,4.1,Capio Group,Sacramento,Goteborg,'10000+,,Hospital,Health Care Services & Hospitals,Health Care,,141000.0,225000.0,"['python', 'sql', 'java', 'nosql', 'ml', 'ai', 'data science']"
282,Data Scientist,3.4,SleePare,New York,New York,'1-50,2017.0,Company - Private,Other Retail Stores,Retail,,141000.0,225000.0,"['python', 'sql', 'java', 'scala', 'linux', 'spark', 'ai', 'deep learning', 'nlp', 'natural language processing', 'data science', 'time series']"
283,Data Analyst,4.5,ShorePoint,Reston,Washington,'1-50,2017.0,Company - Private,IT Services,Information Technology,,141000.0,225000.0,"['sql', 'tableau', 'excel', 'power bi', 'machine learning', 'ai', 'data science', 'exploratory data analysis', 'security clearance', 'clearance']"
284,Data Scientist,3.5,Dolphin,New York,Lake Buena Vista,'1001-5000,1990.0,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,,141000.0,225000.0,"['python', 'sql', 'scala', 'spark', 'kafka', 'cloud', 'tensorflow', 'pytorch', 'machine learning', 'ai', 'computer science']"
285,Data Scientist,3.6,TE Connectivity,Hampton,Schaffhausen,'10000+,2007.0,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,10+ billion,141000.0,225000.0,[]
286,Data Scientist,3.2,State of Virginia,Richmond,Richmond,'10000+,1788.0,Government,State & Regional Agencies,Government,10+ billion,141000.0,225000.0,"['python', 'sql', 'sas', 'hadoop', 'azure', 'etl', 'cloud', 'ai', 'computer science', 'data science', 'regression', 'data mining', 'big data']"
287,Data Scientist,3.7,TA Digital,New York,Newark,'501-1000,2000.0,Company - Private,Computer Hardware & Software,Information Technology,25-50 million,141000.0,225000.0,"['python', 'sql', 'java', 'scala', 'aws', 'azure', 'nosql', 'cloud', 'machine learning', 'ml', 'ai', 'deep learning', 'nlp', 'data science', 'regression', 'clustering', 'time series', 'big data']"
288,Data Scientist,4.0,Market America Inc,Monterey,Greensboro,'501-1000,1992.0,Company - Private,Other Retail Stores,Retail,100-500 million,141000.0,225000.0,"['python', 'spark', 'hadoop', 'hive', 'excel', 'machine learning', 'ai', 'nlp', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'regression', 'clustering', 'data mining']"
289,Data Scientist,3.2,Triplebyte,Chicago,San Francisco,'51-200,2015.0,Company - Private,Computer Hardware & Software,Information Technology,,145000.0,225000.0,"['machine learning', 'ai', 'exploratory data analysis', 'time series']"
290,Data Scientist,4.5,Kingfisher Systems,McLean,Falls Church,'51-200,2005.0,Company - Private,Federal Agencies,Government,25-50 million,145000.0,225000.0,"['python', 'sql', 'sas', 'css', 'tableau', 'machine learning', 'ai', 'natural language processing', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'clearance', 'secret clearance']"
291,Data Scientist,3.9,ALTA IT Services,Woodlawn,Rockville,'201-500,2004.0,Company - Private,IT Services,Information Technology,10-25 million,145000.0,225000.0,"['python', 'sql', 'sas', 'tableau', 'tensorflow', 'pytorch', 'keras', 'machine learning', 'nlp', 'natural language processing', 'predictive modeling', 'time series']"
292,Data Scientist,3.2,Kollasoft Inc.,United States,Scottsdale,'1-50,,Company - Private,IT Services,Information Technology,1-5 million,145000.0,225000.0,"['python', 'scala', 'excel', 'machine learning', 'ai', 'artificial intelligence', 'statistics', 'data science', 'regression', 'data mining']"
293,Data Scientist,5.0,Kollasoft Inc.,New York,Irving,'Unknown,,Company - Public,,,,145000.0,225000.0,"['python', 'java', 'scala', 'javascript', 'mapreduce', 'excel', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'computer science', 'regression']"
294,Data Scientist,3.4,ASRC Federal Holding Company,Reston,Beltsville,'5001-10000,2003.0,Company - Private,Aerospace & Defense,Aerospace & Defense,500 million-1 billion,145000.0,225000.0,"['java', 'linux', 'javascript', 'excel', 'computer science', 'security clearance', 'clearance']"
295,Data Scientist,4.4,Adwait Algorithm,New York,Houston,'51-200,2015.0,Company - Private,IT Services,Information Technology,,145000.0,225000.0,"['python', 'sql', 'java', 'scala', 'spark', 'hadoop', 'hive', 'nosql', 'tensorflow', 'pytorch', 'scikit-learn', 'keras', 'nltk', 'spacy', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'deep learning', 'nlp', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science', 'clustering', 'big data']"
296,Data Analyst,3.8,Cook Children's Health Care System,Fort Worth,Fort Worth,'5001-10000,1918.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100-500 million,145000.0,225000.0,['ai']
297,Data Scientist,3.5,Cambridge FX,Atlanta,Toronto,'201-500,1992.0,Company - Public,Financial Transaction Processing,Finance,100-500 million,145000.0,225000.0,"['python', 'sas', 'tableau', 'excel', 'machine learning', 'ml', 'ai', 'statistics', 'computer science', 'clustering', 'data mining']"
298,Data Scientist,3.8,Metromile,San Francisco,San Francisco,'201-500,2011.0,Company - Private,Insurance Carriers,Insurance,,145000.0,225000.0,"['python', 'sql', 'aws', 'spark', 'machine learning', 'ai', 'statistics', 'data science']"
299,Data Scientist,3.9,Criteo,Ann Arbor,Paris,'1001-5000,2005.0,Company - Public,Internet,Information Technology,2-5 billion,145000.0,225000.0,"['python', 'java', 'scala', 'c++', 'spark', 'hadoop', 'hive', 'tensorflow', 'machine learning', 'ai', 'statistics', 'computer science', 'data science', 'big data']"
300,Data Scientist,3.4,Advance Sourcing Concepts,Pittsburgh,Pittsburgh,'51-200,,Company - Private,,,1-5 million,145000.0,225000.0,"['python', 'sql', 'aws', 'etl', 'machine learning', 'predictive modeling', 'mathematics', 'regression', 'clustering']"
301,Data Scientist,3.8,Enterprise Solutions Inc,New York,Naperville,'51-200,2000.0,Company - Private,Staffing & Outsourcing,Business Services,25-50 million,145000.0,225000.0,"['python', 'tableau', 'excel', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'data science', 'data mining']"
302,Data Scientist,,Microagility,New York,Princeton,'1-50,,Company - Private,Consulting,Business Services,1-5 million,145000.0,225000.0,"['sql', 'matlab', 'hive', 'nosql', 'excel', 'machine learning', 'ai', 'statistics', 'data science', 'regression', 'data mining']"
303,Data Scientist,4.6,"Conch Technologies, Inc",Concord,Memphis,'51-200,,Company - Private,Consulting,Business Services,5-10 million,145000.0,225000.0,"['machine learning', 'ai', 'data mining']"
304,Data Scientist,3.9,GSK,Richmond,Brentford,'10000+,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,145000.0,225000.0,"['aws', 'ai', 'statistics']"
305,Data Scientist,,"Rainmaker Resources, LLC",Cincinnati,Cincinnati,'1-50,,Company - Private,,,,145000.0,225000.0,"['excel', 'ai', 'big data']"
306,Data Scientist,3.7,GovTech,San Francisco,Singapore,'1001-5000,2016.0,Government,Federal Agencies,Government,,79000.0,147000.0,"['python', 'tableau', 'excel', 'qlik', 'machine learning', 'ai', 'statistics', 'computer science', 'data science']"
307,Data Scientist,3.3,Intellectual Ventures,Bellevue,Bellevue,'501-1000,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,79000.0,147000.0,"['python', 'java', 'c++', 'matlab', 'etl', 'cloud', 'excel', 'machine learning', 'ai', 'natural language processing']"
308,Data Engineer,4.4,Rocket Lawyer,San Francisco,San Francisco,'51-200,2008.0,Company - Private,Computer Hardware & Software,Information Technology,50-100 million,79000.0,147000.0,"['python', 'sql', 'java', 'linux', 'hadoop', 'hive', 'nosql', 'etl', 'kafka', 'excel', 'ai', 'computer science', 'big data']"
309,Data Scientist,3.7,22nd Century Technologies,Oakland,Somerset,'1001-5000,1997.0,Company - Private,IT Services,Information Technology,25-50 million,79000.0,147000.0,"['sql', 'azure', 'machine learning', 'ai', 'artificial intelligence', 'statistics', 'data science', 'big data']"
310,Data Scientist,3.3,Huxley,San Francisco,London,'201-500,1995.0,Company - Private,Staffing & Outsourcing,Business Services,25-50 million,79000.0,147000.0,"['python', 'machine learning', 'ai', 'statistics', 'data science']"
311,Data Scientist,3.4,FM Systems,Boston,Raleigh,'51-200,1984.0,Company - Private,Computer Hardware & Software,Information Technology,5-10 million,79000.0,147000.0,"['python', 'sql', 'scala', 'aws', 'spark', 'etl', 'excel', 'ai', 'statistics', 'computer science', 'big data']"
312,Data Scientist,,B4Corp,Reston,Leesburg,'51-200,,Company - Private,IT Services,Information Technology,,79000.0,147000.0,"['python', 'sql', 'cloud', 'excel', 'machine learning', 'ai', 'natural language processing', 'statistics', 'mathematics', 'data science', 'clearance', 'ts/sci']"
313,Machine Learning Engineer,3.7,Mteq,Fort Belvoir,Lorton,'501-1000,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,100-500 million,79000.0,147000.0,"['python', 'matlab', 'machine learning', 'ml', 'ai', 'computer science', 'clearance']"
314,Data Engineer,3.7,Blue Cross and Blue Shield of North Carolina,Durham,Durham,'1001-5000,1933.0,Company - Private,Insurance Carriers,Insurance,5-10 billion,79000.0,147000.0,"['python', 'sql', 'scala', 'linux', 'aws', 'spark', 'hive', 'azure', 'docker', 'cloud', 'excel', 'ml', 'ai', 'data science', 'big data']"
315,Machine Learning Engineer,4.8,Jane Street,New York,New York,'501-1000,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,79000.0,147000.0,"['tensorflow', 'pytorch', 'machine learning', 'ml', 'ai']"
316,Data Scientist,5.0,SSATI,McLean,Annapolis Junction,'1-50,2003.0,Company - Private,Computer Hardware & Software,Information Technology,10-25 million,79000.0,147000.0,"['python', 'sql', 'scala', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'data science', 'security clearance', 'clearance', 'ts/sci']"
